Date,Canton,Value
2020-07-07,Fribourg/Freiburg,18.83
2020-07-07,Bern,3.48
2020-07-07,Nidwalden,0.00
2020-07-07,Luzern,7.08
2020-07-07,Uri,38.43
2020-07-07,Thurgau,6.87
2020-07-07,Glarus,4.95
2020-07-07,Liechtenstein,5.16
2020-07-07,Neuchâtel,4.52
2020-07-07,Ticino,7.92
2020-07-07,Aargau,16.34
2020-07-07,Jura,51.76
2020-07-07,Genève,8.81
2020-07-07,Basel Stadt,4.11
2020-07-08,Nidwalden,2.31
2020-07-08,Thurgau,7.60
2020-07-08,Luzern,7.32
2020-07-08,Basel Stadt,5.65
2020-07-08,Neuchâtel,4.52
2020-07-08,Solothurn,9.88
2020-07-08,Uri,38.43
2020-07-08,Genève,9.21
2020-07-08,Schwyz,23.25
2020-07-08,St. Gallen,15.17
2020-07-08,Valais/Wallis,15.70
2020-07-08,Glarus,2.48
2020-07-08,Aargau,16.34
2020-07-08,Bern,3.86
2020-07-08,Appenzell Innerrhoden,0.00
2020-07-08,Ticino,10.19
2020-07-08,Zürich,19.79
2020-07-08,Appenzell Ausserrhoden,7.24
2020-07-08,Graubünden/Grison,6.55
2020-07-08,Obwalden,5.29
2020-07-08,Vaud,19.27
2020-07-08,Fribourg/Freiburg,17.26
2020-07-08,Liechtenstein,5.16
2020-07-08,Schaffhausen,6.10
2020-07-08,Zug,18.13
2020-07-08,Jura,55.84
2020-07-08,Basel Land,9.02
2020-07-09,Schwyz,24.50
2020-07-09,Jura,57.21
2020-07-09,St. Gallen,15.56
2020-07-09,Zug,18.92
2020-07-09,Liechtenstein,5.16
2020-07-09,Zürich,20.58
2020-07-09,Bern,4.06
2020-07-09,Aargau,16.49
2020-07-09,Genève,10.41
2020-07-09,Nidwalden,2.31
2020-07-09,Graubünden/Grison,7.56
2020-07-09,Vaud,20.40
2020-07-09,Solothurn,10.25
2020-07-09,Luzern,7.81
2020-07-09,Schaffhausen,6.10
2020-07-09,Thurgau,6.87
2020-07-09,Glarus,4.95
2020-07-09,Basel Stadt,7.19
2020-07-09,Fribourg/Freiburg,16.63
2020-07-09,Appenzell Innerrhoden,0.00
2020-07-09,Ticino,10.75
2020-07-09,Basel Land,9.72
2020-07-09,Valais/Wallis,13.96
2020-07-09,Appenzell Ausserrhoden,7.24
2020-07-09,Obwalden,13.21
2020-07-09,Uri,43.92
2020-07-09,Neuchâtel,5.65
2020-07-10,Fribourg/Freiburg,16.32
2020-07-10,Basel Stadt,9.76
2020-07-10,Obwalden,13.21
2020-07-10,Solothurn,10.25
2020-07-10,St. Gallen,15.36
2020-07-10,Zürich,20.64
2020-07-10,Bern,4.64
2020-07-10,Glarus,4.95
2020-07-10,Basel Land,10.06
2020-07-10,Appenzell Innerrhoden,0.00
2020-07-10,Aargau,16.92
2020-07-10,Genève,11.41
2020-07-10,Liechtenstein,5.16
2020-07-10,Uri,41.17
2020-07-10,Zug,18.92
2020-07-10,Nidwalden,4.63
2020-07-10,Neuchâtel,5.65
2020-07-10,Appenzell Ausserrhoden,7.24
2020-07-10,Schwyz,23.87
2020-07-10,Vaud,21.40
2020-07-10,Valais/Wallis,12.21
2020-07-10,Jura,57.21
2020-07-10,Thurgau,6.15
2020-07-10,Ticino,11.32
2020-07-10,Graubünden/Grison,6.55
2020-07-10,Schaffhausen,6.10
2020-07-10,Luzern,9.03
2020-07-11,Uri,41.17
2020-07-11,Schwyz,24.50
2020-07-11,Nidwalden,4.63
2020-07-11,Solothurn,10.25
2020-07-11,Thurgau,6.51
2020-07-11,Ticino,12.17
2020-07-11,Appenzell Innerrhoden,0.00
2020-07-11,Schaffhausen,6.10
2020-07-11,Graubünden/Grison,6.05
2020-07-11,Bern,5.12
2020-07-11,Basel Stadt,10.78
2020-07-11,Valais/Wallis,12.50
2020-07-11,St. Gallen,15.56
2020-07-11,Aargau,18.24
2020-07-11,Liechtenstein,5.16
2020-07-11,Glarus,4.95
2020-07-11,Jura,57.21
2020-07-11,Neuchâtel,5.65
2020-07-11,Luzern,8.79
2020-07-11,Appenzell Ausserrhoden,7.24
2020-07-11,Fribourg/Freiburg,16.00
2020-07-11,Zug,21.29
2020-07-11,Obwalden,13.21
2020-07-11,Basel Land,9.72
2020-07-11,Zürich,20.58
2020-07-11,Genève,12.21
2020-07-11,Vaud,22.27
2020-07-12,Ticino,12.17
2020-07-12,Liechtenstein,5.16
2020-07-12,Uri,41.17
2020-07-12,St. Gallen,16.15
2020-07-12,Aargau,18.09
2020-07-12,Neuchâtel,5.65
2020-07-12,Zürich,21.04
2020-07-12,Basel Land,10.76
2020-07-12,Luzern,9.77
2020-07-12,Bern,5.80
2020-07-12,Glarus,4.95
2020-07-12,Genève,12.41
2020-07-12,Graubünden/Grison,7.06
2020-07-12,Thurgau,6.51
2020-07-12,Appenzell Ausserrhoden,7.24
2020-07-12,Solothurn,10.25
2020-07-12,Obwalden,13.21
2020-07-12,Vaud,22.02
2020-07-12,Schaffhausen,6.10
2020-07-12,Fribourg/Freiburg,16.00
2020-07-12,Appenzell Innerrhoden,0.00
2020-07-12,Schwyz,24.50
2020-07-12,Zug,22.86
2020-07-12,Jura,54.48
2020-07-12,Valais/Wallis,13.08
2020-07-12,Nidwalden,4.63
2020-07-12,Basel Stadt,11.81
2020-07-13,Basel Stadt,12.32
2020-07-13,Basel Land,11.45
2020-07-13,Zürich,21.57
2020-07-13,Thurgau,6.51
2020-07-13,Appenzell Innerrhoden,0.00
2020-07-13,Aargau,18.09
2020-07-13,Jura,54.48
2020-07-13,Vaud,21.65
2020-07-13,Ticino,13.30
2020-07-13,Obwalden,13.21
2020-07-13,Luzern,9.28
2020-07-13,St. Gallen,13.39
2020-07-13,Valais/Wallis,11.63
2020-07-13,Bern,5.51
2020-07-13,Appenzell Ausserrhoden,7.24
2020-07-13,Neuchâtel,6.22
2020-07-13,Nidwalden,4.63
2020-07-13,Genève,12.01
2020-07-13,Schaffhausen,8.54
2020-07-13,Uri,38.43
2020-07-13,Liechtenstein,5.16
2020-07-13,Glarus,4.95
2020-07-13,Schwyz,21.99
2020-07-13,Fribourg/Freiburg,16.94
2020-07-13,Graubünden/Grison,7.06
2020-07-13,Solothurn,12.81
2020-07-13,Zug,21.29
2020-07-14,Ticino,13.30
2020-07-14,Appenzell Ausserrhoden,7.24
2020-07-14,Nidwalden,4.63
2020-07-14,Schwyz,23.87
2020-07-14,Graubünden/Grison,7.06
2020-07-14,Liechtenstein,5.16
2020-07-14,Valais/Wallis,11.92
2020-07-14,Genève,13.61
2020-07-14,Bern,5.89
2020-07-14,Aargau,16.92
2020-07-14,Appenzell Innerrhoden,0.00
2020-07-14,Obwalden,13.21
2020-07-14,Glarus,4.95
2020-07-14,Zug,23.65
2020-07-14,St. Gallen,12.80
2020-07-14,Vaud,22.02
2020-07-14,Solothurn,12.45
2020-07-14,Luzern,9.77
2020-07-14,Neuchâtel,5.65
2020-07-14,Zürich,21.50
2020-07-14,Uri,32.94
2020-07-14,Fribourg/Freiburg,16.94
2020-07-14,Thurgau,6.51
2020-07-14,Basel Land,12.49
2020-07-14,Schaffhausen,13.42
2020-07-14,Jura,54.48
2020-07-14,Basel Stadt,14.89
2020-07-15,Schwyz,24.50
2020-07-15,Ticino,14.72
2020-07-15,Basel Land,13.19
2020-07-15,Liechtenstein,5.16
2020-07-15,Luzern,10.74
2020-07-15,Genève,17.82
2020-07-15,Fribourg/Freiburg,14.75
2020-07-15,Bern,6.38
2020-07-15,Vaud,22.90
2020-07-15,Neuchâtel,7.35
2020-07-15,Valais/Wallis,11.63
2020-07-15,Obwalden,13.21
2020-07-15,St. Gallen,12.61
2020-07-15,Basel Stadt,15.92
2020-07-15,Schaffhausen,15.86
2020-07-15,Graubünden/Grison,7.06
2020-07-15,Appenzell Ausserrhoden,5.43
2020-07-15,Zürich,20.45
2020-07-15,Zug,23.65
2020-07-15,Appenzell Innerrhoden,0.00
2020-07-15,Thurgau,8.32
2020-07-15,Nidwalden,6.94
2020-07-15,Solothurn,13.18
2020-07-15,Aargau,16.78
2020-07-15,Jura,49.03
2020-07-15,Uri,21.96
2020-07-15,Glarus,9.90
2020-07-16,Solothurn,13.18
2020-07-16,Zug,23.65
2020-07-16,Glarus,14.85
2020-07-16,Appenzell Innerrhoden,0.00
2020-07-16,Fribourg/Freiburg,13.81
2020-07-16,Liechtenstein,5.16
2020-07-16,Zürich,17.75
2020-07-16,Schaffhausen,18.29
2020-07-16,Uri,19.21
2020-07-16,Schwyz,23.25
2020-07-16,Obwalden,13.21
2020-07-16,Appenzell Ausserrhoden,3.62
2020-07-16,Basel Stadt,16.43
2020-07-16,Jura,43.59
2020-07-16,Vaud,21.52
2020-07-16,Aargau,16.19
2020-07-16,St. Gallen,12.41
2020-07-16,Ticino,15.85
2020-07-16,Neuchâtel,6.22
2020-07-16,Valais/Wallis,10.76
2020-07-16,Genève,19.62
2020-07-16,Nidwalden,6.94
2020-07-16,Bern,6.57
2020-07-16,Basel Land,12.84
2020-07-16,Thurgau,9.04
2020-07-16,Graubünden/Grison,7.56
2020-07-16,Luzern,11.48
2020-07-17,Aargau,17.65
2020-07-17,Genève,21.82
2020-07-17,Vaud,21.90
2020-07-17,Ticino,14.72
2020-07-17,Liechtenstein,5.16
2020-07-17,Obwalden,13.21
2020-07-17,St. Gallen,12.80
2020-07-17,Luzern,10.74
2020-07-17,Valais/Wallis,10.76
2020-07-17,Basel Land,12.49
2020-07-17,Bern,7.25
2020-07-17,Uri,19.21
2020-07-17,Zürich,18.15
2020-07-17,Jura,32.69
2020-07-17,Solothurn,13.18
2020-07-17,Zug,20.50
2020-07-17,Graubünden/Grison,7.56
2020-07-17,Fribourg/Freiburg,12.86
2020-07-17,Appenzell Innerrhoden,0.00
2020-07-17,Appenzell Ausserrhoden,5.43
2020-07-17,Neuchâtel,7.92
2020-07-17,Glarus,17.33
2020-07-17,Schaffhausen,20.73
2020-07-17,Basel Stadt,17.46
2020-07-17,Thurgau,10.13
2020-07-17,Schwyz,21.99
2020-07-17,Nidwalden,6.94
2020-07-18,Vaud,22.77
2020-07-18,Graubünden/Grison,7.56
2020-07-18,Aargau,18.24
2020-07-18,Thurgau,10.49
2020-07-18,Appenzell Ausserrhoden,5.43
2020-07-18,Jura,28.60
2020-07-18,Uri,19.21
2020-07-18,Nidwalden,9.25
2020-07-18,Basel Land,11.11
2020-07-18,Schwyz,20.73
2020-07-18,Bern,7.54
2020-07-18,Appenzell Innerrhoden,0.00
2020-07-18,Fribourg/Freiburg,14.43
2020-07-18,Valais/Wallis,10.18
2020-07-18,Zug,18.92
2020-07-18,Schaffhausen,20.73
2020-07-18,Obwalden,13.21
2020-07-18,Luzern,10.74
2020-07-18,Ticino,14.43
2020-07-18,Basel Stadt,17.97
2020-07-18,Zürich,18.28
2020-07-18,Liechtenstein,7.74
2020-07-18,St. Gallen,12.61
2020-07-18,Solothurn,13.18
2020-07-18,Neuchâtel,7.92
2020-07-18,Glarus,17.33
2020-07-18,Genève,23.82
2020-07-19,Obwalden,13.21
2020-07-19,Appenzell Innerrhoden,0.00
2020-07-19,Thurgau,11.57
2020-07-19,Aargau,18.24
2020-07-19,Jura,20.43
2020-07-19,Genève,24.23
2020-07-19,Ticino,13.30
2020-07-19,Schwyz,20.73
2020-07-19,St. Gallen,12.41
2020-07-19,Zürich,18.61
2020-07-19,Neuchâtel,7.92
2020-07-19,Fribourg/Freiburg,14.43
2020-07-19,Liechtenstein,5.16
2020-07-19,Solothurn,11.71
2020-07-19,Zug,18.92
2020-07-19,Glarus,17.33
2020-07-19,Appenzell Ausserrhoden,5.43
2020-07-19,Graubünden/Grison,7.06
2020-07-19,Vaud,22.65
2020-07-19,Uri,16.47
2020-07-19,Luzern,10.74
2020-07-19,Basel Land,11.11
2020-07-19,Bern,7.92
2020-07-19,Nidwalden,9.25
2020-07-19,Schaffhausen,20.73
2020-07-19,Basel Stadt,17.97
2020-07-19,Valais/Wallis,9.89
2020-07-20,Zürich,18.34
2020-07-20,Appenzell Ausserrhoden,5.43
2020-07-20,Uri,19.21
2020-07-20,Jura,20.43
2020-07-20,Solothurn,11.35
2020-07-20,Liechtenstein,5.16
2020-07-20,Schwyz,21.36
2020-07-20,Thurgau,11.57
2020-07-20,Bern,8.02
2020-07-20,Appenzell Innerrhoden,0.00
2020-07-20,Valais/Wallis,9.89
2020-07-20,Genève,26.23
2020-07-20,Graubünden/Grison,7.56
2020-07-20,Basel Land,10.41
2020-07-20,Luzern,10.50
2020-07-20,St. Gallen,12.80
2020-07-20,Fribourg/Freiburg,16.00
2020-07-20,Basel Stadt,18.48
2020-07-20,Aargau,18.24
2020-07-20,Vaud,22.65
2020-07-20,Nidwalden,9.25
2020-07-20,Zug,18.13
2020-07-20,Ticino,15.85
2020-07-20,Obwalden,13.21
2020-07-20,Schaffhausen,19.51
2020-07-20,Glarus,17.33
2020-07-20,Neuchâtel,8.48
2020-07-21,Solothurn,10.98
2020-07-21,Appenzell Innerrhoden,0.00
2020-07-21,St. Gallen,13.59
2020-07-21,Graubünden/Grison,8.07
2020-07-21,Appenzell Ausserrhoden,5.43
2020-07-21,Basel Stadt,20.02
2020-07-21,Aargau,19.55
2020-07-21,Fribourg/Freiburg,15.69
2020-07-21,Liechtenstein,5.16
2020-07-21,Schaffhausen,19.51
2020-07-21,Valais/Wallis,9.59
2020-07-21,Vaud,21.40
2020-07-21,Uri,13.72
2020-07-21,Bern,8.31
2020-07-21,Nidwalden,9.25
2020-07-21,Obwalden,15.86
2020-07-21,Luzern,11.23
2020-07-21,Zug,19.71
2020-07-21,Jura,17.71
2020-07-21,Glarus,17.33
2020-07-21,Basel Land,9.72
2020-07-21,Genève,31.43
2020-07-21,Thurgau,11.57
2020-07-21,Zürich,19.20
2020-07-21,Schwyz,18.22
2020-07-21,Neuchâtel,9.05
2020-07-21,Ticino,16.41
2020-07-22,Schaffhausen,20.73
2020-07-22,Genève,36.24
2020-07-22,Solothurn,9.88
2020-07-22,Aargau,19.84
2020-07-22,Nidwalden,6.94
2020-07-22,Uri,13.72
2020-07-22,Schwyz,16.96
2020-07-22,Thurgau,11.94
2020-07-22,Liechtenstein,5.16
2020-07-22,Appenzell Ausserrhoden,5.43
2020-07-22,Obwalden,15.86
2020-07-22,Bern,8.31
2020-07-22,Vaud,20.77
2020-07-22,Fribourg/Freiburg,16.63
2020-07-22,Basel Land,10.06
2020-07-22,Zürich,19.46
2020-07-22,Luzern,12.94
2020-07-22,Valais/Wallis,10.47
2020-07-22,Glarus,19.80
2020-07-22,Jura,13.62
2020-07-22,Basel Stadt,18.48
2020-07-22,Graubünden/Grison,10.08
2020-07-22,Appenzell Innerrhoden,0.00
2020-07-22,Ticino,14.72
2020-07-22,Zug,21.29
2020-07-22,Neuchâtel,9.61
2020-07-22,St. Gallen,13.00
2020-07-23,Basel Stadt,17.46
2020-07-23,Genève,43.65
2020-07-23,Neuchâtel,9.05
2020-07-23,Liechtenstein,5.16
2020-07-23,Thurgau,12.66
2020-07-23,Zug,21.29
2020-07-23,Obwalden,7.93
2020-07-23,Bern,8.31
2020-07-23,Vaud,20.65
2020-07-23,Jura,9.53
2020-07-23,Graubünden/Grison,19.66
2020-07-23,Appenzell Ausserrhoden,3.62
2020-07-23,Solothurn,10.25
2020-07-23,Schwyz,16.34
2020-07-23,Schaffhausen,23.17
2020-07-23,Glarus,17.33
2020-07-23,Fribourg/Freiburg,16.63
2020-07-23,St. Gallen,12.41
2020-07-23,Valais/Wallis,10.47
2020-07-23,Ticino,14.43
2020-07-23,Luzern,12.94
2020-07-23,Nidwalden,6.94
2020-07-23,Aargau,21.15
2020-07-23,Appenzell Innerrhoden,0.00
2020-07-23,Zürich,19.79
2020-07-23,Basel Land,9.72
2020-07-23,Uri,16.47
2020-07-24,Zürich,19.99
2020-07-24,Vaud,20.77
2020-07-24,Jura,8.17
2020-07-24,Luzern,12.70
2020-07-24,Neuchâtel,9.05
2020-07-24,St. Gallen,14.18
2020-07-24,Appenzell Ausserrhoden,5.43
2020-07-24,Basel Land,9.37
2020-07-24,Thurgau,13.74
2020-07-24,Obwalden,7.93
2020-07-24,Zug,20.50
2020-07-24,Graubünden/Grison,26.21
2020-07-24,Solothurn,10.98
2020-07-24,Fribourg/Freiburg,16.32
2020-07-24,Glarus,17.33
2020-07-24,Bern,8.02
2020-07-24,Ticino,14.15
2020-07-24,Liechtenstein,5.16
2020-07-24,Valais/Wallis,10.47
2020-07-24,Genève,50.25
2020-07-24,Aargau,21.45
2020-07-24,Appenzell Innerrhoden,0.00
2020-07-24,Basel Stadt,15.40
2020-07-24,Schwyz,16.34
2020-07-24,Nidwalden,4.63
2020-07-24,Schaffhausen,23.17
2020-07-24,Uri,16.47
2020-07-25,Appenzell Ausserrhoden,5.43
2020-07-25,Neuchâtel,9.05
2020-07-25,Genève,57.66
2020-07-25,Bern,7.44
2020-07-25,Basel Land,10.41
2020-07-25,Fribourg/Freiburg,16.63
2020-07-25,Zürich,20.18
2020-07-25,Jura,4.09
2020-07-25,Glarus,17.33
2020-07-25,Aargau,20.28
2020-07-25,Solothurn,10.98
2020-07-25,Graubünden/Grison,30.75
2020-07-25,Zug,18.13
2020-07-25,Valais/Wallis,9.01
2020-07-25,Basel Stadt,14.89
2020-07-25,Uri,16.47
2020-07-25,St. Gallen,13.98
2020-07-25,Schaffhausen,23.17
2020-07-25,Vaud,21.15
2020-07-25,Obwalden,7.93
2020-07-25,Luzern,12.70
2020-07-25,Liechtenstein,5.16
2020-07-25,Thurgau,14.83
2020-07-25,Ticino,13.30
2020-07-25,Schwyz,15.08
2020-07-25,Nidwalden,4.63
2020-07-25,Appenzell Innerrhoden,0.00
2020-07-26,Jura,4.09
2020-07-26,Basel Land,8.68
2020-07-26,Schwyz,15.08
2020-07-26,Bern,7.83
2020-07-26,Thurgau,15.19
2020-07-26,Zug,16.56
2020-07-26,Graubünden/Grison,30.75
2020-07-26,Neuchâtel,9.61
2020-07-26,Ticino,13.30
2020-07-26,Vaud,21.27
2020-07-26,Genève,59.46
2020-07-26,Fribourg/Freiburg,15.37
2020-07-26,Glarus,17.33
2020-07-26,Appenzell Innerrhoden,0.00
2020-07-26,Luzern,11.48
2020-07-26,Solothurn,10.98
2020-07-26,Appenzell Ausserrhoden,5.43
2020-07-26,Basel Stadt,14.38
2020-07-26,Liechtenstein,5.16
2020-07-26,Zürich,19.40
2020-07-26,Nidwalden,4.63
2020-07-26,Aargau,20.13
2020-07-26,Obwalden,7.93
2020-07-26,Uri,16.47
2020-07-26,Valais/Wallis,8.43
2020-07-26,St. Gallen,13.39
2020-07-26,Schaffhausen,23.17
2020-07-27,Ticino,13.02
2020-07-27,Bern,8.70
2020-07-27,Aargau,19.84
2020-07-27,Uri,16.47
2020-07-27,Basel Stadt,14.89
2020-07-27,Appenzell Ausserrhoden,3.62
2020-07-27,Basel Land,7.64
2020-07-27,Liechtenstein,5.16
2020-07-27,Schaffhausen,19.51
2020-07-27,Valais/Wallis,8.14
2020-07-27,Schwyz,14.45
2020-07-27,Solothurn,10.25
2020-07-27,Graubünden/Grison,31.76
2020-07-27,Thurgau,15.19
2020-07-27,Appenzell Innerrhoden,0.00
2020-07-27,Luzern,11.23
2020-07-27,Obwalden,5.29
2020-07-27,Fribourg/Freiburg,14.75
2020-07-27,Nidwalden,4.63
2020-07-27,Glarus,17.33
2020-07-27,St. Gallen,15.36
2020-07-27,Jura,4.09
2020-07-27,Zug,17.35
2020-07-27,Zürich,19.59
2020-07-27,Genève,70.67
2020-07-27,Neuchâtel,8.48
2020-07-27,Vaud,22.27
2020-07-28,Glarus,17.33
2020-07-28,Obwalden,5.29
2020-07-28,Zürich,19.46
2020-07-28,Uri,16.47
2020-07-28,Neuchâtel,9.05
2020-07-28,Ticino,13.58
2020-07-28,Appenzell Innerrhoden,0.00
2020-07-28,St. Gallen,15.36
2020-07-28,Solothurn,10.25
2020-07-28,Aargau,19.99
2020-07-28,Nidwalden,4.63
2020-07-28,Schaffhausen,18.29
2020-07-28,Valais/Wallis,8.14
2020-07-28,Graubünden/Grison,31.76
2020-07-28,Luzern,11.72
2020-07-28,Thurgau,15.19
2020-07-28,Genève,77.08
2020-07-28,Vaud,23.27
2020-07-28,Jura,4.09
2020-07-28,Liechtenstein,7.74
2020-07-28,Basel Land,7.64
2020-07-28,Zug,14.19
2020-07-28,Appenzell Ausserrhoden,3.62
2020-07-28,Schwyz,15.08
2020-07-28,Fribourg/Freiburg,16.00
2020-07-28,Basel Stadt,12.84
2020-07-28,Bern,9.08
2020-07-29,Bern,8.60
2020-07-29,Nidwalden,2.31
2020-07-29,Vaud,26.28
2020-07-29,Neuchâtel,9.05
2020-07-29,St. Gallen,16.55
2020-07-29,Valais/Wallis,10.18
2020-07-29,Ticino,13.30
2020-07-29,Appenzell Innerrhoden,0.00
2020-07-29,Schaffhausen,23.17
2020-07-29,Uri,13.72
2020-07-29,Zürich,20.32
2020-07-29,Basel Stadt,13.86
2020-07-29,Appenzell Ausserrhoden,3.62
2020-07-29,Aargau,19.55
2020-07-29,Solothurn,9.15
2020-07-29,Glarus,12.38
2020-07-29,Fribourg/Freiburg,16.94
2020-07-29,Schwyz,14.45
2020-07-29,Jura,2.72
2020-07-29,Obwalden,7.93
2020-07-29,Genève,85.09
2020-07-29,Thurgau,13.38
2020-07-29,Luzern,12.21
2020-07-29,Zug,17.35
2020-07-29,Liechtenstein,10.32
2020-07-29,Graubünden/Grison,33.77
2020-07-29,Basel Land,6.94
2020-07-30,Vaud,27.28
2020-07-30,Zürich,21.30
2020-07-30,Aargau,21.59
2020-07-30,Neuchâtel,11.31
2020-07-30,Valais/Wallis,12.21
2020-07-30,Uri,13.72
2020-07-30,Solothurn,9.15
2020-07-30,Glarus,9.90
2020-07-30,Schaffhausen,21.95
2020-07-30,St. Gallen,15.95
2020-07-30,Luzern,14.16
2020-07-30,Obwalden,10.57
2020-07-30,Appenzell Innerrhoden,0.00
2020-07-30,Basel Stadt,17.46
2020-07-30,Ticino,11.60
2020-07-30,Graubünden/Grison,35.29
2020-07-30,Appenzell Ausserrhoden,3.62
2020-07-30,Bern,8.21
2020-07-30,Schwyz,17.59
2020-07-30,Fribourg/Freiburg,18.83
2020-07-30,Jura,1.36
2020-07-30,Liechtenstein,7.74
2020-07-30,Zug,19.71
2020-07-30,Genève,93.10
2020-07-30,Thurgau,13.74
2020-07-30,Basel Land,7.29
2020-07-30,Nidwalden,4.63
2020-07-31,Genève,96.90
2020-07-31,Bern,8.41
2020-07-31,Appenzell Ausserrhoden,3.62
2020-07-31,Solothurn,9.52
2020-07-31,Jura,1.36
2020-07-31,Schaffhausen,20.73
2020-07-31,Liechtenstein,7.74
2020-07-31,Basel Stadt,16.43
2020-07-31,Valais/Wallis,11.63
2020-07-31,Obwalden,10.57
2020-07-31,Graubünden/Grison,35.29
2020-07-31,Aargau,21.01
2020-07-31,Fribourg/Freiburg,20.71
2020-07-31,Neuchâtel,9.61
2020-07-31,Schwyz,18.22
2020-07-31,Zug,22.86
2020-07-31,Glarus,12.38
2020-07-31,Ticino,11.89
2020-07-31,Zürich,21.43
2020-07-31,Uri,13.72
2020-07-31,Nidwalden,4.63
2020-07-31,Basel Land,7.98
2020-07-31,Vaud,27.65
2020-07-31,Appenzell Innerrhoden,0.00
2020-07-31,St. Gallen,15.17
2020-07-31,Luzern,14.89
2020-07-31,Thurgau,13.38
2020-08-01,Appenzell Innerrhoden,0.00
2020-08-01,Bern,9.08
2020-08-01,Glarus,12.38
2020-08-01,Obwalden,10.57
2020-08-01,Graubünden/Grison,38.81
2020-08-01,Luzern,15.14
2020-08-01,Appenzell Ausserrhoden,3.62
2020-08-01,Aargau,22.32
2020-08-01,Vaud,29.78
2020-08-01,Zürich,21.96
2020-08-01,Liechtenstein,5.16
2020-08-01,Valais/Wallis,12.50
2020-08-01,Jura,1.36
2020-08-01,Schaffhausen,20.73
2020-08-01,Thurgau,13.02
2020-08-01,Schwyz,18.85
2020-08-01,Neuchâtel,11.31
2020-08-01,Ticino,11.89
2020-08-01,St. Gallen,14.77
2020-08-01,Genève,100.30
2020-08-01,Fribourg/Freiburg,19.14
2020-08-01,Solothurn,9.52
2020-08-01,Nidwalden,2.31
2020-08-01,Uri,13.72
2020-08-01,Zug,22.86
2020-08-01,Basel Stadt,20.54
2020-08-01,Basel Land,8.68
2020-08-02,Basel Stadt,22.08
2020-08-02,Schwyz,18.85
2020-08-02,Appenzell Ausserrhoden,3.62
2020-08-02,Appenzell Innerrhoden,0.00
2020-08-02,Luzern,16.11
2020-08-02,Nidwalden,2.31
2020-08-02,Genève,103.91
2020-08-02,Zürich,21.83
2020-08-02,Basel Land,9.02
2020-08-02,Valais/Wallis,12.50
2020-08-02,Glarus,12.38
2020-08-02,Aargau,22.32
2020-08-02,Thurgau,12.30
2020-08-02,Ticino,11.89
2020-08-02,Obwalden,10.57
2020-08-02,Uri,13.72
2020-08-02,Vaud,30.66
2020-08-02,Bern,9.86
2020-08-02,Fribourg/Freiburg,19.14
2020-08-02,Zug,22.86
2020-08-02,Jura,1.36
2020-08-02,Schaffhausen,20.73
2020-08-02,Graubünden/Grison,39.82
2020-08-02,St. Gallen,14.77
2020-08-02,Neuchâtel,11.31
2020-08-02,Solothurn,9.52
2020-08-02,Liechtenstein,5.16
2020-08-03,Schaffhausen,24.39
2020-08-03,Luzern,17.58
2020-08-03,Zug,25.23
2020-08-03,Solothurn,11.71
2020-08-03,Graubünden/Grison,38.81
2020-08-03,Vaud,31.41
2020-08-03,Uri,13.72
2020-08-03,Basel Land,9.72
2020-08-03,Thurgau,12.66
2020-08-03,Neuchâtel,10.74
2020-08-03,Valais/Wallis,12.50
2020-08-03,Appenzell Ausserrhoden,5.43
2020-08-03,Nidwalden,2.31
2020-08-03,Ticino,9.91
2020-08-03,Fribourg/Freiburg,17.57
2020-08-03,Genève,107.51
2020-08-03,Jura,1.36
2020-08-03,Appenzell Innerrhoden,0.00
2020-08-03,Aargau,22.03
2020-08-03,Basel Stadt,22.08
2020-08-03,Bern,9.95
2020-08-03,Zürich,21.63
2020-08-03,Liechtenstein,5.16
2020-08-03,Schwyz,18.22
2020-08-03,Obwalden,7.93
2020-08-03,St. Gallen,14.18
2020-08-03,Glarus,12.38
2020-08-04,Fribourg/Freiburg,17.26
2020-08-04,Schwyz,18.85
2020-08-04,Nidwalden,2.31
2020-08-04,Glarus,12.38
2020-08-04,Solothurn,11.35
2020-08-04,Basel Stadt,21.05
2020-08-04,Graubünden/Grison,38.81
2020-08-04,Appenzell Innerrhoden,0.00
2020-08-04,Valais/Wallis,14.25
2020-08-04,Vaud,32.41
2020-08-04,Jura,1.36
2020-08-04,Luzern,17.58
2020-08-04,Neuchâtel,11.31
2020-08-04,Liechtenstein,5.16
2020-08-04,Zug,24.44
2020-08-04,Basel Land,11.80
2020-08-04,Thurgau,12.30
2020-08-04,Zürich,20.32
2020-08-04,Aargau,21.74
2020-08-04,Appenzell Ausserrhoden,5.43
2020-08-04,St. Gallen,14.97
2020-08-04,Ticino,8.21
2020-08-04,Obwalden,10.57
2020-08-04,Schaffhausen,26.83
2020-08-04,Uri,13.72
2020-08-04,Bern,9.86
2020-08-04,Genève,107.91
2020-08-05,Solothurn,13.91
2020-08-05,Vaud,33.41
2020-08-05,St. Gallen,15.76
2020-08-05,Schwyz,19.48
2020-08-05,Appenzell Innerrhoden,0.00
2020-08-05,Uri,13.72
2020-08-05,Glarus,14.85
2020-08-05,Liechtenstein,5.16
2020-08-05,Obwalden,10.57
2020-08-05,Basel Land,12.15
2020-08-05,Thurgau,11.57
2020-08-05,Basel Stadt,24.13
2020-08-05,Schaffhausen,34.15
2020-08-05,Neuchâtel,11.31
2020-08-05,Appenzell Ausserrhoden,5.43
